1.872   9286.4  1973.48 0.21251 92.7215 1299052.648 120.727 4154.38 37  34.1534
5.355   14751.2 3844.49 0.26062 129.951 1982604.297 203.858 4734.76 141 28.8851
4.634   12994.3 3594.77 0.27664 127.696 1780330.3   178.654 4162.11 31  31.8839
19.749  10112.5 3631.53 0.35911 91.7464 1408549.422 139.366 3681.97 91  35.4758
19.425  15927   6062.61 0.38064 131.808 2260865.288 222.346 6279.39 98  21.4247
18.294  5253.91 1917.23 0.36491 36.6466 728099.5067 72.3719 2516.59 8   43.4537
8.566   9036.08 3473.8  0.38443 86.956  1254059.78  124.95  4069.6  43  35.12
5.337   13989.2 4278.01 0.3058  153.752 1914843.579 208.278 5631.61 10  33.3157
18.896  9268.9  3644.78 0.39322 96.0626 1296934.714 146.825 3273.54 94  36.7149
1.45    4390.52 671.38  0.15291 43.5158 594617.1047 60.9313 2568.19 12  43.1653
2.903   6396.75 2109.17 0.32972 64.4799 833819.6971 99.5718 2639.72 27  38.7631
9.355   6099.5  2534.46 0.41551 45.7407 848790.5575 82.8123 2212.03 37  39.4936
7.878   5915.26 1855.78 0.31372 55.4459 811070.7193 84.3491 3200.58 13  39.4094
1.892   13641.7 3672.22 0.26919 186.821 1883836.042 212.284 4579.84 185 29.1308
17.079  8201.73 2865.04 0.34932 70.4354 1161722.339 107.544 3339.72 64  37.238
0   7355.24 1512.22 0.20559 75.0114 993282.8538 115.556 3464.68 27  36.6828
18.481  13117.3 6444.76 0.49131 135.214 1794765.557 231.099 5094.41 140 28.2733
4.913   6888.76 2382.42 0.34584 69.2425 969929.7654 97.2336 3209.68 36  36.8904
2.862   7511.48 1975.72 0.26302 85.9864 1055770.689 114.437 3417.92 38  37.2338
1.308   5945.25 2067.54 0.34776 58.7093 829401.3045 86.5812 3468.26 75  38.0649
7.148   19381.6 5881.5  0.30345 200.191 2687598.34  297.196 6046.82 230 23.0833
11.251  7113.82 2401.32 0.33755 58.5207 991382.5985 93.3787 3096.29 46  38.4703
0.825   25210.5 8648.76 0.34306 190.69  3531460.022 425.786 15340.07    151 25.5013
20.674  14439.9 6664.37 0.46152 161.672 1995348.076 252.705 5609.69 177 24.8632
15.358  9489.2  2632.9  0.27746 76.1758 1304060.823 123.313 4319.72 52  37.0363
10.22   14489.7 5293.09 0.3653  95.5332 1968812.321 207.626 5232.24 146 26.0014
16.571  6443.43 2324.75 0.36079 74.6845 862755.8582 114.332 3399.6  47  37.146
3.092   9763.57 2749.97 0.28165 111.431 1357572.813 171.103 4202.52 52  33.7255
13.466  4753.63 1867.23 0.3928  52.8294 673228.6926 90.8141 2153.8  50  43.3195
2.177   8864.96 1797.52 0.20276 108.601 1202026.89  131.167 4035.59 41  34.2566
2.527   8946.25 2600.19 0.29064 75.657  1241334.734 112.681 4149.97 61  34.5376
13.039  8476.85 3020.54 0.35632 76.504  1152763.232 125.38  3460.52 13  37.3816
10.252  7182.05 2359.8  0.32856 55.8177 973376.0357 101.397 2801.82 19  40.958
15.72   6309.16 1368.9  0.21697 62.6281 872506.15   69.9426 2750.21 33  40.3847
1.966   14819.4 4779.48 0.32251 174.819 2075461.973 243.318 5297.57 146 23.7504
17.288  10101.3 3170.45 0.31386 105.916 1405285.005 131.564 4430.94 47  31.3757
4.43    13179   3998.54 0.3034  149.945 1839480.272 218.111 4690.99 111 29.1008
3.768   8277.16 2452.25 0.29626 90.1924 1114155.986 119.617 4277.58 107 33.2524
19.19   16982.2 4743.63 0.27932 183.555 2347319.29  197.328 5738.57 116 25.2664
1.886   9462.94 2141.02 0.22625 111.627 1279553.105 146.12  4079.58 38  34.1076
8.394   5820.5  1928.93 0.3314  55.9336 802673.5573 79.2056 3160.55 11  39.5384
2.117   9070.43 2113.93 0.23305 108.079 1249834.44  139.433 4026.5  40  33.9976
2.28    6493.69 1705.78 0.26268 52.9662 909941.987  76.9265 3342.87 56  38.6855
10.497  6603.47 2050.3  0.31048 60.1729 899943.9871 88.3253 3236.02 29  38.2353
3.343   14832.6 6164.22 0.41558 82.6568 2003376.432 252.171 20981.17    47  35.1973
6.093   6438.11 1963.9  0.30504 62.1014 882545.325  88.4107 2565.03 19  40.4105
5.28    6387.19 1555.71 0.24356 58.4257 840997.0316 76.1158 3115.79 34  39.6168
0.86    12412.9 2676.14 0.21559 153.787 1704335.96  201.049 5153.37 146 29.7538
9.815   10204.9 3381.03 0.33131 108.207 1431867.006 159.552 3638.29 76  36.0665
10.029  6063.73 2388.49 0.39389 59.2914 857784.1039 85.3898 2693.96 35  40.3893
19.547  12488.8 4041.28 0.32359 117.986 1677721.318 161.42  5160.26 64  33.2032
3.753   23470.2 7193.56 0.30649 300.766 3269017.35  387.7   6382.79 105 17.579
17.989  12467   3952.53 0.31703 120.009 1625878.513 174.196 4684.74 93  33.9687
5.832   7373.54 1850.94 0.25102 72.2748 1035995.401 82.2271 3018.03 21  36.6733
5.233   8569.51 2095.52 0.24453 85.6867 1215084.024 118.469 3889.37 73  34.4689
1.182   14940.9 3689.94 0.24696 184.622 2104849.376 214.553 5713.2  65  22.938
16.64   7677.77 3548.1  0.46212 81.4507 932775.2759 138.648 2316.07 75  40.5953
15.978  15941.1 5573.22 0.34961 156.567 2220699.457 230.304 7932.78 54  25.7623
10.46   8938.94 4149.05 0.46415 92.4123 1281623.668 131.192 3735.31 28  34.3761
5.148   15238.1 4535    0.2976  184.645 2102521.596 248.959 5255.77 93  25.5394
9.165   9880.43 2824.41 0.28585 107.046 1355619.904 136.504 3984.69 36  35.878
3.055   6561.96 1900.04 0.28955 63.9857 908399.8364 86.6121 3896.12 70  37.5316
2.195   5503.56 1323.03 0.24039 44.6948 786838.387  58.5922 2418.02 12  40.1785
4.312   11862.6 2817.75 0.23753 149.415 1587896.809 179.633 4510.74 60  24.4228
4.201   14262.8 4948.28 0.34693 130.587 2059589.837 200.803 4840.18 125 29.151
2.874   8565.25 1962.18 0.22908 109.253 1201938.6   146.283 4199.49 54  33.5756
11.96   14091.3 5097.66 0.36175 93.4892 1892267.245 203.56  4780.9  114 30.579
4.428   14313.8 4864.14 0.33982 91.8533 1972511.8   192.799 5070.02 149 28.5373
13.262  7635.65 2921.49 0.38261 61.1173 1048506.122 105.709 3839.42 68  37.6294
18.137  9465.28 3017.2  0.31876 74.5875 1332420.015 121.595 3741.08 53  37.4545
16.424  10572.7 3233.1  0.30579 95.8645 1425814.627 161.418 4149.91 148 32.7768
19.628  15047.2 7020.1  0.46653 146.818 2087834.909 249.015 4369.72 101 30.2627
3.886   19377.1 6378.16 0.32915 251.838 2673543.031 318.066 5476.33 79  23.3446
12.32   9416.38 3637.32 0.38627 95.3281 1335252.92  149.767 3866.18 90  35.4438
2.281   9053.62 2140.44 0.23641 86.9486 1288339.679 108.191 4592.65 28  33.5188
5.532   7258.6  1383.35 0.19058 60.1399 1016992.519 76.4939 3446.44 47  37.7726
8.943   6627.94 2782.23 0.41977 62.1561 954949.3657 94.2195 2404.72 67  40.4961
3.693   17836.1 5278.61 0.29595 158.42  2512040.579 253.024 5574.37 196 22.1107
11.733  4236.27 1376.4  0.3249  35.0902 576542.2839 54.2159 1426.57 34  44.3511
12.456  4838.86 1692.92 0.34985 46.3231 700043.1802 73.4881 2464.66 53  42.0444
11.683  8319    2654.18 0.31905 63.0818 1187976.545 104.285 4248.88 45  37.8182
1.516   7511.85 1688.14 0.22473 86.303  1046228.329 104.778 3840.11 25  36.2923
2.212   9482.44 2722.6  0.28712 102.246 1313907.541 129.849 3869.28 14  33.9961
6.577   14465.7 4985.91 0.34467 102.038 1969329.743 200.921 5037.19 146 27.7611
13.561  8077.33 1955.89 0.24214 69.5043 1134998.645 102.856 3542.57 16  36.7329
0.556   9253.84 2652.01 0.28658 100.135 1266476.129 160.321 4149.07 72  33.192
10.503  9054.19 3110.39 0.34353 100.999 1252553.576 145.086 3905.01 34  33.7522
2.993   11171.3 4172.41 0.37349 111.065 1650162.626 154.318 4549.79 72  31.1566
0   7735.44 1706.44 0.2206  73.5278 1097281.645 104.053 3952.37 49  35.0952
5.331   5228.85 1610.46 0.30799 48.6731 747852.3998 54.9062 1993.13 3   42.392
6.237   5941.69 1608.25 0.27067 59.8822 802172.2225 78.5753 3188.62 36  39.2894
13.336  9897.86 3043.84 0.30752 90.1432 1377066.186 124.172 3530.74 65  35.5621
8.588   15505.2 5366.03 0.34607 163.5   2198535.64  229.896 5903.91 152 26.7838
4.027   8428.96 2058.58 0.24422 96.4205 1194829.678 119.74  3806.6  56  35.1576
5.298   5709.34 1421.13 0.24891 52.3057 789879.8074 82.9841 2645.72 33  40.838
17.583  6724.16 1799.22 0.26757 61.7573 922185.232  92.2208 3265.8  25  38.0097
2.073   13614.3 3796.36 0.27885 172.157 1879564.335 197.959 5100.57 64  26.6874
19.205  14036.1 4798.67 0.34188 199.948 1971735.575 229.154 4878.21 141 23.0604
13.988  11638.1 4583.39 0.39382 132.548 1603413.79  181.688 4621.89 90  29.3328
3.805   12874.5 4174.61 0.32425 153.051 1768452.793 196.773 4558.93 45  30.4081
3.132   6488.31 1968.19 0.30334 58.0428 850979.0102 87.7534 2672.19 42  39.1787
3.058   19195.5 6411.46 0.334   201.013 2565705.502 301.331 5596.76 177 23.3663
11.934  7649.47 2421.72 0.31658 64.3883 1098224.719 93.0226 3787.69 46  38.4719
18.823  8134.82 3106.02 0.38181 69.7501 1146484.35  114.279 3311.01 30  37.2873
3.05    9068.27 1995.18 0.22001 96.7449 1281607.009 130.622 3854.62 48  34.9438
2.159   9543.45 2234.61 0.23415 111.864 1324950.244 132.213 4221.34 56  34.3281
13.335  6981.89 2188.04 0.31338 63.4287 966942.0505 101.125 3509.9  59  37.3867
15.214  8779.59 3421.12 0.38966 101.734 1253256.058 134.156 4664.17 108 33.8939
8.811   16733.4 6088.38 0.36384 133.856 2382250.023 244.839 6468.15 57  24.3735
0.842   11946   2737.53 0.22915 146.199 1631820.765 198.922 4893.82 138 29.3127
1.625   12664.1 4082.6  0.32237 152.535 1800547.699 210.449 4941.61 75  29.2647
15.663  11837.3 5049.76 0.42659 96.3511 1691186.588 160.48  5165.75 49  37.2482
1.429   14566.9 3309.42 0.22718 182.402 2032596.192 203.438 4063.98 148 32.0099
11.325  8625.69 3417.3  0.39617 73.5595 1231463.939 111.509 3655.45 19  37.9844
15.929  8961.98 3421.6  0.38179 89.8607 1237735.376 143.956 4021.18 34  35.2142
1.815   6612.86 2245.81 0.33961 62.407  922140.961  98.9037 3822.42 73  36.0666
16.462  6570.06 2560.55 0.38973 54.0008 863197.0061 108.933 3450.97 58  34.0708
4.342   6423.19 1188.1  0.18497 54.1855 847714.8902 70.9529 3244.2  40  38.0433
16.226  10551.9 3648.65 0.34578 87.8739 1522562.798 150.498 4785.48 41  32.897
1.866   9306.91 2763.1  0.29688 100.055 1293200.177 134.741 3496.76 120 35.0083
16.704  8573.63 2441.18 0.28473 61.3221 1204334.817 100.48  3057.59 41  36.8556
11.249  16198   5391.66 0.33285 130.407 2298971.803 225.87  5510.17 68  24.9599
9.007   7438.56 2442.88 0.3284  91.5449 1051582.324 99.3233 3452.36 27  36.9505
14.695  5967.66 1103.91 0.18498 52.5181 816963.0989 73.5838 2396.34 25  40.5292
3.052   13942   4074    0.29221 173.422 1982904.391 198.751 4737.9  63  28.5884
3.17    8650.62 2425.01 0.28032 93.6804 1189130.039 113.477 3636.6  39  35.1771
6.135   3375.97 1248.27 0.36975 24.5279 461737.1434 44.7686 1392.54 6   45.2663
2.23    10984.9 2665.08 0.24261 128.471 1488623.977 154.596 3686.64 16  34.564
19.755  8492.7  1958.19 0.23057 68.9086 1217185.495 94.9999 3204.77 72  39.1549
3.778   5208.71 1214.92 0.23324 45.0719 722102.5886 71.2471 2681.78 17  40.4347
4.711   8138.85 2013.88 0.24744 96.6283 1149753.097 101.841 3852.27 89  34.8174
7.928   5964.08 1950.12 0.32697 54.1675 815584.1398 83.6522 3160.93 12  39.5247
10.496  6746.08 1940.55 0.28765 67.9976 944219.3498 83.7765 3678.39 46  37.111
18.975  27671.4 10795   0.39011 268.687 3858804.046 390.84  6353.75 168 23.402
11.022  18210.9 5745.37 0.31549 238.461 2484834.762 318.982 5106.17 152 25.2792
6.423   6128.98 1451.85 0.23688 58.5824 827526.3708 78.7861 3202.84 27  39.0369
2.415   8398.47 2249.84 0.26788 90.9179 1184997.216 123.07  3324.29 5   36.0082
18.162  12211.9 3656.73 0.29943 144.565 1722973.224 164.091 4484.16 120 30.7101
12.872  4214.24 557.34  0.13225 39.7192 573782.0462 45.3279 2214.94 32  42.508
3.475   10243.6 3542.33 0.3458  89.3464 1471456.323 142.423 3634.06 17  34.8223
1.753   9472.53 2244.6  0.23695 101.677 1321527.21  134.816 4228.2  57  34.1433
3.42    9377.46 2104.36 0.2244  96.8279 1317344.856 127.16  3855.91 52  34.8935
1.836   7127.24 2051.3  0.28781 68.4997 955422.7452 101.928 3606.84 85  37.2029
1.112   22638.1 5492.36 0.24261 337.405 3115601.72  400.968 6217.11 155 19.8168
2.235   6537.05 1886.15 0.28853 69.366  935147.8733 81.6642 3159.38 13  39.4065
0.525   8682.58 2348.39 0.27047 98.1656 1221977.877 130.857 3224.91 4   36.9912
11.219  3926.54 1157.77 0.29485 35.0194 534838.3448 50.008  1379.88 32  44.5265
11.794  10286.9 2922.37 0.28408 101.52  1463771.096 146.511 4109.62 53  35.1281
2.323   7343.45 2773.7  0.37771 81.5535 1013734.874 100.215 3356.73 57  38.5808
12.184  6303.94 2044.34 0.32429 36.6719 873947.8034 82.6206 2267.77 22  40.3577
11.327  4707.45 1784.38 0.37905 46.9947 681089.7568 67.6508 2345.3  58  41.3947
17.162  15147.5 5488.1  0.36231 142.337 2096988.26  216.924 4699.81 98  29.1559
1.396   4246.02 1318.58 0.31054 35.6454 588383.8786 50.6559 1406.68 17  44.183
